line_id,corporation,sample_name,sample_pairs_count,stop_count
800,西鉄バス,西鉄バス・３４・普通・昭和通－天神－妙見－亀山－志免・極楽寺行,13,48
802,西鉄バス,西鉄バス・３４・普通・昭和通－天神・大濠公園行,26,37
804,西鉄バス,西鉄バス・３４・普通・妙見－昭和通－天神・大濠公園行,14,32
805,西鉄バス,西鉄バス・３３・普通・障子岳・極楽寺行,6,11
806,西鉄バス,西鉄バス・３０・普通・空港通－亀山・イオンモール福岡行,1,13
807,西鉄バス,西鉄バス・３０・普通・空港通－亀山・イオンモール福岡行,12,20
809,西鉄バス,西鉄バス・３４・普通・昭和通－天神・大濠公園行,37,44
810,西鉄バス,西鉄バス・３２・普通・志免－亀山－空港通博多駅－昭和通天神・大濠公園行,14,41
839,西鉄バス,西鉄バス・３９・普通・月隈団地－桜丘－ひばりケ丘・上宇美行,20,30
841,西鉄バス,西鉄バス・３９Ｂ・普通・東平尾公園入口－月隈団地－桜丘・ひばりが丘団地行,14,14
842,西鉄バス,西鉄バス・３９・普通・福岡空港－空港通・博多駅行,8,22
844,西鉄バス,西鉄バス・３９０・普通・月隈団地－桜丘－ひばりケ丘・上宇美行,18,18
845,西鉄バス,西鉄バス・３７０・普通・月隈ランプ・天神行,4,15
847,西鉄バス,西鉄バス・３９・普通・月隈団地－桜丘・ひばりが丘団地行,1,11
849,西鉄バス,西鉄バス・３９・普通・福岡空港－空港通・博多駅行,1,12
853,西鉄バス,西鉄バス・３９・普通・二又瀬－空港通・博多駅行,10,31
86,西鉄バス,西鉄バス・９・普通・城南－渡辺通一・博多駅行,34,34
872,西鉄バス,西鉄バス・４５・普通・井尻駅－昇町・桜並木駅行,10,37
874,西鉄バス,西鉄バス・４４・普通・南本町・桜並木駅行,7,7
875,西鉄バス,西鉄バス・４４・普通・山王－諸岡－南本町・桜並木駅行,14,19
876,西鉄バス,西鉄バス・４５・普通・女学院・西鉄井尻駅行,17,17
881,西鉄バス,西鉄バス・４５・普通・諸岡－井尻駅－女学院－昇町・桜並木駅行,23,29
883,西鉄バス,西鉄バス・４５－１・普通・徳洲会病院・西鉄井尻駅行,11,16
90,西鉄バス,西鉄バス・１５・普通・博多駅行,13,11
900,西鉄バス,西鉄バス・４１・普通・麦野・桜並木駅行,23,18
901,西鉄バス,西鉄バス・４１・普通・麦野・イオン大野城行,16,18
91,西鉄バス,西鉄バス・１５・普通・城南－渡辺通一・博多駅行,27,28
913,西鉄バス,西鉄バス・１・普通・箱崎三行,19,37
919,西鉄バス,西鉄バス・６８－１・普通・福大若葉高・福浜行,40,40
921,西鉄バス,西鉄バス・９０・普通・天神－対馬小路・博多埠頭行,18,24
922,西鉄バス,西鉄バス・６８－１・普通・福大若葉高・福浜行,30,33
923,西鉄バス,西鉄バス・６１０・普通・野多目ＲＰ－老司団地－今立・やよい坂方面行,15,42
925,西鉄バス,西鉄バス・６・普通・福大病院行,5,24
926,西鉄バス,西鉄バス・６６・普通・百年橋・博多駅行,8,26
927,西鉄バス,西鉄バス・６６・普通・現人橋－野間－百年橋・博多駅行,7,20
944,西鉄バス,西鉄バス・４８・普通・大橋－竹下駅西口－駅４・博多駅行,16,24
945,西鉄バス,西鉄バス・４８・普通・竹下駅西口－大橋－がんＣ・福翔・野多目行,38,35
947,西鉄バス,西鉄バス・６３・普通・竹下駅西口・大橋駅行,8,15
950,西鉄バス,西鉄バス・４・普通・大橋駅行,3,14
